epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,2522.55,0.91665,0.52049,0.9694,0.84236,0.86012,0.91489,0.64763,1.03019,0.66082,1.08445,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
31,2603.86,0.89636,0.51899,0.95553,0.83937,0.85181,0.90013,0.63767,1.03059,0.66858,1.08479,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
32,2685.19,0.9013,0.51794,0.96432,0.84102,0.85502,0.90804,0.64411,1.03474,0.65647,1.09456,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
33,2765.81,0.91637,0.52131,0.96027,0.84785,0.85304,0.90364,0.64056,1.0342,0.66992,1.08977,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
34,2847.91,0.87964,0.50493,0.956,0.85204,0.85006,0.91194,0.6476,1.02941,0.66811,1.07393,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
35,2929.48,0.86955,0.50237,0.94924,0.83666,0.86192,0.90177,0.64201,1.03515,0.66967,1.09582,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
36,3010.77,0.88385,0.5084,0.95402,0.84173,0.85757,0.90493,0.64503,1.02524,0.65989,1.08598,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
37,3091.46,0.87682,0.4902,0.95192,0.84979,0.85327,0.90883,0.64909,1.02335,0.66344,1.08326,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
38,3172.38,0.87065,0.49548,0.94986,0.84648,0.85087,0.90454,0.64521,1.02288,0.6642,1.09206,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
39,3256.6,0.88193,0.5059,0.95544,0.85965,0.85852,0.89861,0.64246,1.02528,0.64908,1.08932,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
40,3338,0.88822,0.49925,0.94813,0.85145,0.85521,0.90988,0.65159,1.01608,0.65002,1.08499,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
41,3420.31,0.86379,0.49246,0.95381,0.84995,0.85921,0.90378,0.6471,1.01984,0.66655,1.09333,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
42,3501.8,0.85554,0.4801,0.93989,0.8443,0.86448,0.90448,0.64715,1.02289,0.66534,1.08755,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
43,3588.3,0.85826,0.47473,0.94172,0.86007,0.85096,0.90106,0.64389,1.02168,0.67358,1.08443,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
44,3669.54,0.86246,0.4815,0.9385,0.84939,0.86069,0.90347,0.64566,1.01661,0.65019,1.07785,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
45,3749.42,0.85427,0.47925,0.94238,0.85148,0.86362,0.90818,0.65015,1.02758,0.65758,1.08931,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
46,3829.77,0.84625,0.46426,0.9344,0.83492,0.87322,0.91337,0.65134,1.02481,0.65833,1.093,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
47,3911.87,0.84769,0.47065,0.93995,0.85498,0.86267,0.91241,0.65462,1.02196,0.65593,1.08575,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
48,3993.25,0.8491,0.48209,0.94455,0.85247,0.86239,0.90775,0.64835,1.01744,0.66559,1.09206,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
49,4074.67,0.82965,0.45822,0.93136,0.85578,0.85801,0.90178,0.64793,1.01907,0.65351,1.08337,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
50,4156.5,0.80828,0.44603,0.92638,0.85806,0.85871,0.90868,0.65085,1.02125,0.66805,1.0974,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
51,4238.74,0.84741,0.46026,0.94143,0.85936,0.8639,0.90538,0.64874,1.02684,0.65434,1.10259,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
52,4320.13,0.83555,0.45581,0.92902,0.85679,0.86903,0.90834,0.65566,1.01001,0.65186,1.09392,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
53,4403.86,0.83263,0.44204,0.93609,0.85797,0.85512,0.90785,0.6516,1.01645,0.66093,1.08931,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
54,4484.74,0.82271,0.44246,0.92932,0.85868,0.86539,0.91032,0.65412,1.01725,0.65778,1.09642,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
55,4566.38,0.81429,0.43674,0.92828,0.85997,0.85701,0.9049,0.64955,1.01635,0.65628,1.10258,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
56,4647.16,0.80597,0.43209,0.92205,0.86619,0.85606,0.91044,0.6507,1.02496,0.65844,1.10934,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
57,4728.11,0.8023,0.43403,0.9242,0.85771,0.86522,0.90593,0.65146,1.02014,0.66446,1.09543,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
58,4808.64,0.80377,0.42988,0.91438,0.86334,0.86215,0.90812,0.65114,1.01237,0.6664,1.09204,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
59,4889.09,0.81112,0.43666,0.91938,0.86139,0.86116,0.91168,0.65426,1.01843,0.66304,1.0918,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
60,4970.35,0.81089,0.42957,0.92696,0.85637,0.86806,0.89973,0.64282,1.02442,0.68062,1.09332,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
61,5053.4,0.79165,0.4189,0.91304,0.86409,0.85508,0.90575,0.64878,1.02844,0.66828,1.09745,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
62,5136.64,0.77911,0.42169,0.91178,0.85177,0.87174,0.90977,0.65599,1.01251,0.65941,1.09531,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
63,5219.06,0.79045,0.41769,0.91908,0.85813,0.8571,0.90668,0.64747,1.02527,0.6709,1.09819,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
64,5300.39,0.77979,0.41743,0.91444,0.86396,0.85427,0.90486,0.6479,1.0214,0.67436,1.10295,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
