epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
99,67741.2,1.04702,0.70042,1.08453,0.72905,0.62233,0.68963,0.47383,1.20964,0.90294,1.29602,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,68418.4,1.04505,0.69791,1.08256,0.72918,0.62257,0.68979,0.47394,1.20987,0.9028,1.29627,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,69093,1.05275,0.69669,1.08755,0.73022,0.62224,0.68982,0.47394,1.20994,0.90262,1.29639,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,69771.5,1.05031,0.70235,1.09003,0.73048,0.62233,0.68983,0.47399,1.20996,0.90258,1.29665,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,70447.4,1.05369,0.70333,1.08857,0.73082,0.6224,0.68987,0.47402,1.21027,0.90243,1.29688,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,71123.6,1.02326,0.67062,1.07107,0.72999,0.62299,0.68978,0.47397,1.21008,0.90231,1.29675,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,71798.2,1.0402,0.69342,1.08401,0.72962,0.62335,0.68988,0.47385,1.21037,0.90195,1.29709,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,72475.4,1.05151,0.69576,1.08558,0.72995,0.62335,0.68987,0.47382,1.21066,0.90174,1.29745,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,73156.6,1.02216,0.67452,1.07477,0.73085,0.62296,0.68984,0.47373,1.21079,0.90136,1.29753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,73837.9,1.04,0.6889,1.07931,0.73066,0.62336,0.68989,0.47381,1.21089,0.90095,1.29751,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,74516.9,1.04332,0.68532,1.07693,0.73085,0.62338,0.68986,0.47377,1.21096,0.90087,1.29754,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,75192.7,1.02694,0.67323,1.07234,0.7308,0.62325,0.68991,0.47374,1.21103,0.90081,1.2975,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,75868.6,1.02083,0.67176,1.0721,0.73092,0.6234,0.68995,0.47373,1.2112,0.90082,1.29757,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,76546.4,1.02567,0.67421,1.07431,0.73165,0.62291,0.69008,0.47368,1.21145,0.9005,1.2977,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,77223.9,1.02839,0.67241,1.07507,0.73177,0.62286,0.69008,0.47356,1.21164,0.90044,1.29776,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,77901.5,1.03454,0.68031,1.07545,0.73395,0.62176,0.69008,0.47359,1.21208,0.90032,1.29813,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,78578.8,1.02532,0.66842,1.06913,0.73448,0.62125,0.69,0.47355,1.21244,0.89998,1.29849,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,79252.2,1.01568,0.66004,1.06692,0.73419,0.62196,0.69011,0.47355,1.21273,0.89988,1.29861,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,79929.4,1.02623,0.66858,1.06898,0.73445,0.62161,0.69003,0.47355,1.21312,0.89975,1.29876,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
