epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
74,3353.6,0.87766,0.56035,0.98731,0.85844,0.75918,0.82586,0.58408,0.88459,0.61759,1.06762,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
75,3398.2,0.84567,0.54333,0.98165,0.91067,0.76892,0.83995,0.60193,0.87295,0.57063,1.04895,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
76,3441.56,0.87452,0.56118,0.99601,0.92023,0.74869,0.83747,0.5965,0.87208,0.59123,1.05796,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
77,3484.48,0.86016,0.55095,1.00435,0.89752,0.7829,0.83943,0.58095,0.90188,0.61381,1.07938,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
78,3528.48,0.88887,0.55275,1.00629,0.88093,0.74239,0.82369,0.57886,0.88295,0.58811,1.06324,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
79,3573.74,0.84676,0.53644,1.00175,0.89424,0.76733,0.82252,0.5834,0.8789,0.58572,1.05924,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
80,3618.16,0.80396,0.50935,0.98342,0.88844,0.78284,0.83411,0.58807,0.90657,0.61176,1.06517,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
81,3662.2,0.85327,0.54739,0.99054,0.9086,0.76149,0.8425,0.60112,0.88103,0.58295,1.05627,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
82,3706.36,0.82934,0.52508,0.98164,0.88693,0.76883,0.8462,0.59017,0.89596,0.59222,1.08505,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
83,3750.97,0.81953,0.52847,0.99024,0.9091,0.78034,0.85286,0.60021,0.89608,0.60517,1.08923,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
84,3795.03,0.81138,0.53159,0.99902,0.85554,0.80905,0.8567,0.60954,0.86119,0.56757,1.04418,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
85,3839.86,0.86191,0.55688,1.00055,0.89169,0.77618,0.85391,0.61013,0.88675,0.56939,1.08118,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
86,3883.97,0.82788,0.50059,0.96942,0.92248,0.76753,0.85248,0.60595,0.86931,0.56307,1.05994,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
87,3928.38,0.83909,0.54997,0.98059,0.90998,0.75991,0.8409,0.6023,0.86974,0.5782,1.0563,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
88,3972.64,0.82034,0.51764,0.98553,0.88015,0.78946,0.84161,0.60375,0.86435,0.58609,1.05541,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,4017.51,0.81291,0.52435,1.00458,0.90135,0.79196,0.85412,0.59652,0.86335,0.5726,1.05732,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,4062.33,0.78138,0.50561,0.97341,0.90711,0.79569,0.8493,0.60455,0.859,0.58198,1.05783,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,4108.62,0.81261,0.51379,0.97899,0.88729,0.8056,0.85159,0.59734,0.88482,0.55876,1.05738,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,4153.36,0.83283,0.51972,0.99157,0.89324,0.7974,0.85291,0.60663,0.84766,0.56324,1.02973,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,4198.23,0.7621,0.47009,0.96083,0.89675,0.79193,0.85357,0.60788,0.86047,0.56101,1.04398,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,4242.67,0.81521,0.51783,0.97313,0.89353,0.76784,0.84605,0.60689,0.85715,0.58041,1.04216,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
