epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,3639.86,1.07359,0.89733,1.14315,0.48246,0.47431,0.38064,0.19097,1.79113,1.77605,1.86377,0.000456703,0.000456703,0.000456703
184,3659.27,1.09307,0.93528,1.17852,0.49414,0.43709,0.37585,0.19405,1.77242,1.76506,1.8401,0.000455289,0.000455289,0.000455289
185,3678.54,1.11316,0.92269,1.18408,0.49616,0.43526,0.37201,0.18725,1.7832,1.79343,1.83468,0.000453876,0.000453876,0.000453876
186,3698.11,1.15298,0.95914,1.17098,0.52124,0.44612,0.38722,0.2074,1.75018,1.81149,1.83095,0.000452462,0.000452462,0.000452462
187,3718.2,1.09346,0.94089,1.17307,0.50578,0.43883,0.37054,0.19011,1.80381,1.80624,1.84167,0.000451048,0.000451048,0.000451048
188,3737.71,1.07915,0.9054,1.17297,0.52017,0.44555,0.37404,0.197,1.78049,1.83389,1.84534,0.000449634,0.000449634,0.000449634
189,3757.33,1.10987,0.89843,1.13669,0.46748,0.45753,0.36279,0.18856,1.79723,1.84786,1.85712,0.000448221,0.000448221,0.000448221
190,3776.66,1.1306,0.90428,1.15086,0.57786,0.42467,0.38073,0.19954,1.77319,1.82528,1.85766,0.000446807,0.000446807,0.000446807
191,3796.44,1.08805,0.87406,1.13531,0.51748,0.44955,0.37126,0.19426,1.80868,1.76813,1.8687,0.000445393,0.000445393,0.000445393
192,3816.18,1.10755,0.91257,1.15408,0.50379,0.4297,0.36662,0.19205,1.78681,1.77968,1.84887,0.000443979,0.000443979,0.000443979
193,3835.7,1.03403,0.85997,1.13911,0.48728,0.41978,0.36477,0.18822,1.78876,1.776,1.8841,0.000442566,0.000442566,0.000442566
194,3855.44,1.09075,0.90361,1.15054,0.50058,0.44171,0.36802,0.19176,1.74091,1.74991,1.86679,0.000441152,0.000441152,0.000441152
195,3874.96,1.08437,0.88688,1.13244,0.49263,0.44961,0.37159,0.19626,1.74019,1.7324,1.86807,0.000439738,0.000439738,0.000439738
196,3894.76,1.07849,0.88918,1.14319,0.54384,0.43485,0.39001,0.20475,1.75246,1.76837,1.84724,0.000438325,0.000438325,0.000438325
197,3914.05,1.0567,0.89606,1.13957,0.4819,0.44788,0.37686,0.19842,1.74295,1.75084,1.81732,0.000436911,0.000436911,0.000436911
198,3933.42,1.07099,0.86933,1.15739,0.53556,0.42389,0.37615,0.20125,1.77222,1.78902,1.87299,0.000435497,0.000435497,0.000435497
199,3953.11,1.09797,0.90077,1.14327,0.48239,0.45521,0.3713,0.1986,1.77556,1.78288,1.86495,0.000434083,0.000434083,0.000434083
200,3972.85,1.06851,0.91241,1.13727,0.51252,0.46082,0.37154,0.19622,1.80459,1.76698,1.86687,0.00043267,0.00043267,0.00043267
201,3992.34,1.08237,0.86948,1.13234,0.51069,0.42981,0.36708,0.19259,1.79771,1.78224,1.88771,0.000431256,0.000431256,0.000431256
202,4012.09,1.07459,0.90566,1.1507,0.49328,0.43381,0.37119,0.19177,1.79334,1.77706,1.87572,0.000429842,0.000429842,0.000429842
203,4031.43,1.07441,0.88932,1.13242,0.48308,0.44585,0.37998,0.19603,1.78881,1.7876,1.84834,0.000428429,0.000428429,0.000428429
204,4051,1.06404,0.85974,1.12667,0.51829,0.45585,0.37844,0.19765,1.76474,1.77016,1.85321,0.000427015,0.000427015,0.000427015
205,4070.16,1.03696,0.86063,1.1144,0.54501,0.46088,0.39347,0.20517,1.75636,1.7861,1.86252,0.000425601,0.000425601,0.000425601
206,4090.46,1.04118,0.84446,1.11198,0.49095,0.46166,0.37831,0.19608,1.79437,1.81624,1.90335,0.000424187,0.000424187,0.000424187
207,4110.02,1.06226,0.89009,1.14765,0.50762,0.4367,0.37464,0.19387,1.72961,1.76419,1.84218,0.000422774,0.000422774,0.000422774
208,4129.26,1.09241,0.9399,1.1723,0.50989,0.46155,0.37563,0.19658,1.72464,1.7474,1.83941,0.00042136,0.00042136,0.00042136
209,4148.49,1.06429,0.89886,1.13623,0.50654,0.46625,0.37524,0.19745,1.74475,1.76506,1.83918,0.000419946,0.000419946,0.000419946
210,4168.06,1.03644,0.87709,1.12353,0.49598,0.43224,0.36962,0.19405,1.74443,1.75451,1.8439,0.000418533,0.000418533,0.000418533
211,4187.45,1.01319,0.88491,1.13228,0.52828,0.47229,0.37997,0.20015,1.73764,1.72511,1.83839,0.000417119,0.000417119,0.000417119
212,4207.54,1.02585,0.83309,1.12739,0.53081,0.45624,0.38386,0.20116,1.76771,1.75031,1.86041,0.000415705,0.000415705,0.000415705
213,4227.66,1.02708,0.83468,1.0945,0.51997,0.42926,0.37517,0.19769,1.75791,1.84075,1.87413,0.000414291,0.000414291,0.000414291
214,4247.44,1.05329,0.85178,1.12177,0.49139,0.47967,0.38342,0.1988,1.76422,1.77327,1.86485,0.000412878,0.000412878,0.000412878
215,4266.8,1.01893,0.83272,1.11748,0.46956,0.47184,0.37884,0.20018,1.73545,1.78349,1.85931,0.000411464,0.000411464,0.000411464
216,4287,0.9998,0.83347,1.11646,0.49157,0.44091,0.37484,0.19835,1.73784,1.76908,1.87577,0.00041005,0.00041005,0.00041005
217,4306.57,1.05841,0.87072,1.13424,0.40985,0.4754,0.36498,0.19115,1.77318,1.79585,1.89032,0.000408636,0.000408636,0.000408636
218,4326.25,1.05627,0.87774,1.13565,0.48345,0.4074,0.37249,0.193,1.75804,1.77904,1.87084,0.000407223,0.000407223,0.000407223
219,4346.09,1.03878,0.8321,1.14438,0.48626,0.46438,0.37957,0.19656,1.73396,1.79769,1.87324,0.000405809,0.000405809,0.000405809
220,4366.18,1.00026,0.85277,1.11022,0.49563,0.46192,0.38271,0.20266,1.73011,1.74575,1.86875,0.000404395,0.000404395,0.000404395
221,4385.84,1.05132,0.85368,1.11084,0.53795,0.4563,0.38119,0.20597,1.77021,1.77393,1.88783,0.000402982,0.000402982,0.000402982
222,4405.56,1.02231,0.85175,1.12754,0.53785,0.42688,0.38756,0.20589,1.76062,1.72796,1.88308,0.000401568,0.000401568,0.000401568
223,4425.13,1.07443,0.86718,1.13055,0.5309,0.43384,0.39045,0.20697,1.73989,1.7502,1.85447,0.000400154,0.000400154,0.000400154
224,4444.77,1.03521,0.86234,1.13006,0.51416,0.47251,0.37743,0.19834,1.73338,1.8179,1.84279,0.00039874,0.00039874,0.00039874
225,4464.42,1.02058,0.85305,1.11617,0.52905,0.45444,0.38046,0.1981,1.75955,1.78881,1.86143,0.000397327,0.000397327,0.000397327
226,4484.04,1.02128,0.86284,1.12137,0.47693,0.45246,0.37812,0.19691,1.72233,1.75794,1.86051,0.000395913,0.000395913,0.000395913
227,4503.52,0.96569,0.78331,1.0962,0.47898,0.43606,0.3715,0.19367,1.7238,1.76249,1.85628,0.000394499,0.000394499,0.000394499
228,4523.03,1.00723,0.84454,1.11201,0.5328,0.43115,0.37497,0.19541,1.72814,1.77389,1.84503,0.000393086,0.000393086,0.000393086
229,4542.71,1.03728,0.824,1.11881,0.50173,0.43362,0.3777,0.20282,1.71815,1.7383,1.87385,0.000391672,0.000391672,0.000391672
230,4562.28,1.04727,0.86521,1.12904,0.53019,0.45608,0.38661,0.20742,1.74054,1.77453,1.8643,0.000390258,0.000390258,0.000390258
231,4582.38,1.05798,0.84688,1.10717,0.54774,0.45831,0.38309,0.20319,1.72776,1.76938,1.88466,0.000388844,0.000388844,0.000388844
232,4601.67,1.02145,0.82961,1.10579,0.53145,0.46127,0.39244,0.21001,1.74969,1.77614,1.87628,0.000387431,0.000387431,0.000387431
233,4621.41,1.04016,0.83987,1.09762,0.51981,0.45004,0.37778,0.20383,1.76931,1.77687,1.89262,0.000386017,0.000386017,0.000386017
234,4641.5,0.96983,0.80577,1.10499,0.50681,0.44311,0.37427,0.19969,1.73407,1.75488,1.86891,0.000384603,0.000384603,0.000384603
235,4660.87,0.99999,0.84552,1.11952,0.46797,0.45259,0.3708,0.19423,1.77238,1.83235,1.8796,0.00038319,0.00038319,0.00038319
236,4680.82,0.96447,0.79524,1.10541,0.51542,0.45371,0.37699,0.19876,1.7486,1.79843,1.88656,0.000381776,0.000381776,0.000381776
237,4700.18,0.99451,0.81683,1.09199,0.51047,0.4511,0.37715,0.2008,nan,nan,nan,0.000380362,0.000380362,0.000380362
238,4720.52,0.951,0.77354,1.0842,0.53583,0.45231,0.37711,0.20185,1.75299,1.7784,1.90347,0.000378948,0.000378948,0.000378948
239,4740.47,0.97677,0.78562,1.09134,0.52807,0.44101,0.37382,0.19685,1.71376,1.78826,1.86696,0.000377535,0.000377535,0.000377535
240,4760.61,0.96462,0.80517,1.08657,0.54311,0.44554,0.37439,0.2002,1.68923,1.78331,1.85002,0.000376121,0.000376121,0.000376121
241,4780.42,0.98543,0.80049,1.09878,0.52964,0.43307,0.37599,0.1969,1.72952,1.83715,1.86478,0.000374707,0.000374707,0.000374707
242,4800.22,1.00254,0.78209,1.09708,0.54062,0.43809,0.37025,0.19388,nan,nan,nan,0.000373293,0.000373293,0.000373293
243,4819.94,0.95649,0.7773,1.09718,0.51499,0.46963,0.38368,0.20062,1.73258,1.78537,1.88854,0.00037188,0.00037188,0.00037188
244,4839.36,0.96729,0.76779,1.08665,0.49685,0.47085,0.37606,0.19836,1.73033,1.79176,1.87475,0.000370466,0.000370466,0.000370466
245,4858.75,1.00442,0.80178,1.09582,0.51017,0.43031,0.3754,0.19831,1.71925,1.77933,1.84034,0.000369052,0.000369052,0.000369052
246,4878.99,0.96841,0.79438,1.10128,0.50484,0.46134,0.38152,0.20408,1.73733,1.78804,1.88581,0.000367639,0.000367639,0.000367639
247,4898.95,0.96278,0.7766,1.08082,0.47176,0.49054,0.37615,0.19309,1.73879,1.77731,1.87139,0.000366225,0.000366225,0.000366225
248,4918.66,0.93571,0.79424,1.10185,0.50509,0.42808,0.37385,0.19724,1.72853,1.7229,1.84672,0.000364811,0.000364811,0.000364811
249,4937.93,0.94116,0.76809,1.06557,0.4865,0.45995,0.37545,0.19705,1.73482,1.75379,1.88657,0.000363397,0.000363397,0.000363397
250,4957.84,0.94133,0.79106,1.09038,0.49927,0.46868,0.37392,0.19832,1.73256,1.78731,1.88939,0.000361984,0.000361984,0.000361984
251,4977.13,0.9827,0.77653,1.07864,0.52757,0.45176,0.38324,0.20468,1.72073,1.76821,1.87987,0.00036057,0.00036057,0.00036057
252,4996.22,0.96821,0.79284,1.07898,0.49042,0.45673,0.38478,0.20277,1.74059,1.767,1.87778,0.000359156,0.000359156,0.000359156
253,5016.17,1.01181,0.85589,1.10728,0.53442,0.44706,0.38573,0.20147,1.71705,1.77978,1.87252,0.000357743,0.000357743,0.000357743
254,5035.32,1.01037,0.80366,1.10198,0.51611,0.47352,0.38496,0.19928,1.73392,1.76532,1.89064,0.000356329,0.000356329,0.000356329
255,5055.12,0.95095,0.7647,1.06825,0.5034,0.45057,0.37089,0.19245,1.72448,1.77603,1.87359,0.000354915,0.000354915,0.000354915
256,5074.36,0.97547,0.78498,1.0806,0.517,0.44573,0.37776,0.19624,1.73171,1.78751,1.87774,0.000353501,0.000353501,0.000353501
257,5094.88,0.9726,0.7645,1.06408,0.48168,0.45327,0.37512,0.19493,1.70901,1.78352,1.86085,0.000352088,0.000352088,0.000352088
258,5114.61,0.96655,0.77385,1.06911,0.49254,0.46924,0.37831,0.19877,1.74307,1.76854,1.88524,0.000350674,0.000350674,0.000350674
259,5134.28,0.97851,0.76543,1.07234,0.4854,0.46154,0.36761,0.19466,1.74857,1.74608,1.91811,0.00034926,0.00034926,0.00034926
260,5153.52,0.98716,0.79828,1.08232,0.49598,0.4631,0.3739,0.19953,1.74181,1.76114,1.90241,0.000347847,0.000347847,0.000347847
261,5173.5,1.01821,0.81748,1.09935,0.48564,0.45752,0.37973,0.20373,1.72305,1.75416,1.88925,0.000346433,0.000346433,0.000346433
262,5192.99,0.95192,0.79265,1.10317,0.53096,0.4571,0.37919,0.19665,1.74742,1.78292,1.89937,0.000345019,0.000345019,0.000345019
263,5211.9,0.93526,0.74727,1.06903,0.50791,0.43495,0.38382,0.20236,1.72259,1.74551,1.88141,0.000343605,0.000343605,0.000343605
264,5231.73,0.95638,0.77524,1.06369,0.56512,0.48223,0.40417,0.20861,1.7129,1.75511,1.88124,0.000342192,0.000342192,0.000342192
265,5251.31,0.96434,0.75934,1.0829,0.56916,0.4606,0.40248,0.2118,1.71912,1.78409,1.88378,0.000340778,0.000340778,0.000340778
266,5271.55,0.9939,0.78436,1.07467,0.48585,0.48473,0.39855,0.20593,1.7329,1.74026,1.89225,0.000339364,0.000339364,0.000339364
267,5291.07,0.9488,0.81311,1.09413,0.53713,0.44801,0.38548,0.20173,1.74086,1.7232,1.89415,0.00033795,0.00033795,0.00033795
268,5311.08,0.968,0.82054,1.08831,0.51537,0.46286,0.38479,0.20234,1.73123,1.72498,1.8868,0.000336537,0.000336537,0.000336537
269,5330.36,0.98254,0.80156,1.06865,0.51274,0.44436,0.38651,0.20495,1.73858,1.73508,1.88959,0.000335123,0.000335123,0.000335123
270,5350.81,0.95122,0.76222,1.06547,0.47285,0.48664,0.39264,0.2072,1.73117,1.76301,1.89006,0.000333709,0.000333709,0.000333709
271,5370.39,0.92864,0.76666,1.08408,0.52012,0.47373,0.3879,0.2066,1.71551,1.73183,1.9036,0.000332296,0.000332296,0.000332296
272,5390.28,0.96168,0.79743,1.06829,0.50199,0.44098,0.37341,0.19753,1.75111,1.79421,1.9382,0.000330882,0.000330882,0.000330882
273,5409.84,0.94766,0.77021,1.07899,0.51698,0.4329,0.38012,0.20177,1.72544,1.74916,1.91897,0.000329468,0.000329468,0.000329468
274,5429.18,0.95078,0.75008,1.07727,0.50065,0.46109,0.38786,0.20644,1.74969,1.72344,1.95319,0.000328054,0.000328054,0.000328054
275,5448.07,0.94517,0.7532,1.07531,0.50551,0.43936,0.38203,0.20171,1.73328,1.77896,1.91593,0.000326641,0.000326641,0.000326641
276,5468.45,0.96448,0.79154,1.08842,0.49807,0.4399,0.381,0.20307,1.71819,1.77046,1.90084,0.000325227,0.000325227,0.000325227
277,5487.45,0.93638,0.75424,1.06011,0.51729,0.44628,0.38965,0.20772,1.71244,1.7807,1.91381,0.000323813,0.000323813,0.000323813
278,5507.18,0.9342,0.75632,1.07927,0.45079,0.48275,0.38582,0.20636,1.70989,1.76495,1.89196,0.0003224,0.0003224,0.0003224
279,5526.63,0.92608,0.76314,1.07699,0.52009,0.46813,0.39023,0.20996,1.71194,1.7152,1.90106,0.000320986,0.000320986,0.000320986
280,5546.42,0.95162,0.77963,1.09006,0.4708,0.48965,0.38723,0.20423,1.7135,1.74146,1.90573,0.000319572,0.000319572,0.000319572
281,5566.02,0.89645,0.73038,1.0518,0.53898,0.45577,0.39016,0.2063,1.73691,1.79325,1.90872,0.000318158,0.000318158,0.000318158
282,5585.65,0.92645,0.76387,1.07101,0.48764,0.48599,0.39013,0.20789,1.73299,1.74934,1.92501,0.000316745,0.000316745,0.000316745
283,5604.81,0.9407,0.78027,1.06197,0.51342,0.48697,0.39254,0.20792,1.73204,1.73449,1.91205,0.000315331,0.000315331,0.000315331
284,5624.34,0.94948,0.75475,1.05071,0.51301,0.48078,0.38608,0.2056,1.70775,1.74639,1.90172,0.000313917,0.000313917,0.000313917
285,5643.57,0.93214,0.74929,1.06362,0.51336,0.47171,0.38284,0.1992,1.72281,1.78463,1.91469,0.000312504,0.000312504,0.000312504
286,5663.03,0.93652,0.75363,1.07637,0.5331,0.46917,0.39226,0.20534,1.71176,1.76184,1.89993,0.00031109,0.00031109,0.00031109
287,5681.87,0.92275,0.74019,1.0755,0.51403,0.47801,0.3845,0.20582,1.70677,1.74803,1.90636,0.000309676,0.000309676,0.000309676
288,5701.61,0.91393,0.73105,1.05232,0.51423,0.47589,0.38855,0.20711,1.70692,1.74201,1.89564,0.000308262,0.000308262,0.000308262
289,5721,0.90646,0.72235,1.0573,0.56033,0.48302,0.39501,0.20857,1.70122,1.73895,1.89454,0.000306849,0.000306849,0.000306849
290,5740.76,0.90503,0.74766,1.08107,0.49048,0.49785,0.38858,0.20651,1.7205,1.73397,1.92925,0.000305435,0.000305435,0.000305435
291,5760.24,0.90435,0.71931,1.05309,0.53107,0.45226,0.38425,0.20368,1.70198,1.72236,1.89983,0.000304021,0.000304021,0.000304021
292,5780.04,0.92827,0.74051,1.05036,0.49203,0.4895,0.3846,0.20491,1.68763,1.73827,1.89306,0.000302607,0.000302607,0.000302607
293,5799.35,0.89123,0.70185,1.05839,0.49001,0.47475,0.38288,0.20153,1.702,1.74867,1.91756,0.000301194,0.000301194,0.000301194
294,5819.3,0.91365,0.72896,1.04881,0.51101,0.45728,0.37869,0.20342,1.70311,1.77408,1.90087,0.00029978,0.00029978,0.00029978
295,5838.33,0.87112,0.69852,1.05091,0.51792,0.46947,0.37917,0.20448,1.6929,1.76331,1.89423,0.000298366,0.000298366,0.000298366
296,5858.61,0.87487,0.68727,1.02895,0.52286,0.45555,0.38627,0.20548,1.71866,1.71838,1.92613,0.000296953,0.000296953,0.000296953
297,5877.75,0.92162,0.72718,1.03622,0.53646,0.46604,0.39345,0.20599,1.71437,1.74209,1.90568,0.000295539,0.000295539,0.000295539
298,5897.05,0.91714,0.70469,1.06134,0.53787,0.46883,0.39163,0.20762,1.70181,1.70051,1.90516,0.000294125,0.000294125,0.000294125
299,5916.31,0.925,0.73007,1.04496,0.55559,0.47925,0.39461,0.20716,1.70754,1.75703,1.89548,0.000292711,0.000292711,0.000292711
300,5935.75,0.87211,0.71937,1.04209,0.53614,0.46063,0.39044,0.20775,1.71716,1.73327,1.90636,0.000291298,0.000291298,0.000291298
301,5955.33,0.87251,0.70144,1.04708,0.52418,0.47609,0.39113,0.20581,1.74851,1.7471,1.92577,0.000289884,0.000289884,0.000289884
302,5975.31,0.89937,0.71948,1.04872,0.55984,0.45257,0.38976,0.20819,1.71879,1.73183,1.91296,0.00028847,0.00028847,0.00028847
303,5994.64,0.92267,0.7158,1.05457,0.53415,0.45062,0.39049,0.20824,1.6982,1.77414,1.90816,0.000287057,0.000287057,0.000287057
304,6014.08,0.92935,0.75024,1.04787,0.48569,0.47445,0.38846,0.20889,1.68436,1.71942,1.8904,0.000285643,0.000285643,0.000285643
305,6035.29,0.91074,0.71589,1.0373,0.50028,0.45427,0.38096,0.20215,1.70993,1.74612,1.90957,0.000284229,0.000284229,0.000284229
306,6055.49,0.91617,0.73714,1.03741,0.46376,0.47232,0.38057,0.20117,1.71469,1.76199,1.92683,0.000282815,0.000282815,0.000282815
307,6074.88,0.89556,0.70829,1.04673,0.5502,0.44559,0.38655,0.20319,1.70166,1.79401,1.91551,0.000281402,0.000281402,0.000281402
308,6094.38,0.87489,0.68327,1.02379,0.51351,0.44579,0.38203,0.19945,1.71451,1.77011,1.8952,0.000279988,0.000279988,0.000279988
309,6113.82,0.90915,0.72877,1.04147,0.5293,0.44907,0.39767,0.21051,1.7047,1.71931,1.88763,0.000278574,0.000278574,0.000278574
310,6133.68,0.86965,0.71176,1.03143,0.54225,0.45867,0.39368,0.20923,1.69919,1.74197,1.89569,0.000277161,0.000277161,0.000277161
311,6153.31,0.88328,0.70167,1.03276,0.55456,0.46649,0.39429,0.21004,1.68136,1.70541,1.87621,0.000275747,0.000275747,0.000275747
312,6172.83,0.90527,0.73984,1.0376,0.5788,0.45955,0.39703,0.20939,1.69289,1.70726,1.87626,0.000274333,0.000274333,0.000274333
313,6191.85,0.84315,0.68485,1.02632,0.53643,0.45227,0.39456,0.21016,1.69623,1.76053,1.88258,0.000272919,0.000272919,0.000272919
314,6211.42,0.86284,0.6838,1.0099,0.51931,0.45505,0.39387,0.20639,1.70476,1.74364,1.90575,0.000271506,0.000271506,0.000271506
315,6231.33,0.87903,0.71304,1.04016,0.48363,0.4823,0.38652,0.20673,1.69954,1.75868,1.88746,0.000270092,0.000270092,0.000270092
316,6250.75,0.87674,0.69806,1.03639,0.51506,0.46868,0.38584,0.20456,1.71031,1.79129,1.91016,0.000268678,0.000268678,0.000268678
317,6270.17,0.91753,0.73286,1.06899,0.50022,0.45855,0.3846,0.20486,1.73354,1.75521,1.91062,0.000267264,0.000267264,0.000267264
318,6289.96,0.88158,0.69823,1.04459,0.48505,0.48278,0.3875,0.20365,1.7139,1.73681,1.91456,0.000265851,0.000265851,0.000265851
319,6309.16,0.90505,0.74785,1.05059,0.45535,0.48432,0.38845,0.20622,1.72066,1.76248,1.93567,0.000264437,0.000264437,0.000264437
320,6329.11,0.86099,0.72934,1.03266,0.46128,0.48583,0.38838,0.20811,1.71899,1.75806,1.93996,0.000263023,0.000263023,0.000263023
321,6348.96,0.8841,0.69624,1.01975,0.47889,0.46149,0.38575,0.20671,1.71848,1.76182,1.94184,0.00026161,0.00026161,0.00026161
322,6368.73,0.85072,0.685,1.02603,0.47902,0.46572,0.38552,0.20465,1.72199,1.78707,1.93388,0.000260196,0.000260196,0.000260196
323,6388.22,0.85742,0.67338,1.02588,0.5064,0.4607,0.39263,0.20729,1.7281,1.78582,1.94824,0.000258782,0.000258782,0.000258782
324,6407.97,0.88557,0.6894,1.0466,0.48679,0.4864,0.39262,0.2065,1.7167,1.75338,1.93285,0.000257368,0.000257368,0.000257368
325,6427.86,0.84597,0.67671,1.03212,0.50156,0.4305,0.38755,0.20625,1.71078,1.74703,1.93056,0.000255955,0.000255955,0.000255955
326,6447.33,0.8249,0.66047,1.03281,0.49875,0.47688,0.39256,0.20889,1.69599,1.74212,1.92713,0.000254541,0.000254541,0.000254541
327,6466.45,0.87227,0.68234,1.02711,0.53382,0.43935,0.38753,0.20639,1.70098,1.76295,1.92039,0.000253127,0.000253127,0.000253127
328,6486.39,0.89108,0.69051,1.03446,0.48395,0.47461,0.39243,0.20769,1.70893,1.71949,1.94483,0.000251714,0.000251714,0.000251714
329,6506.22,0.82696,0.68045,1.03134,0.52333,0.4773,0.39444,0.21018,1.70605,1.72265,1.93583,0.0002503,0.0002503,0.0002503
330,6525.75,0.88321,0.69652,1.03323,0.49134,0.455,0.39338,0.21204,1.68861,1.73109,1.91875,0.000248886,0.000248886,0.000248886
331,6545.72,0.8843,0.6862,1.02313,0.4737,0.49569,0.39427,0.21107,1.69213,1.73247,1.91823,0.000247472,0.000247472,0.000247472
332,6565.03,0.88261,0.6977,1.00885,0.50589,0.47038,0.38532,0.2077,1.69304,1.8095,1.91209,0.000246059,0.000246059,0.000246059
333,6584.66,0.87426,0.6908,1.03657,0.5256,0.45534,0.38241,0.20363,1.71933,1.78568,1.93778,0.000244645,0.000244645,0.000244645
334,6604.45,0.88173,0.68769,1.03521,0.52558,0.4698,0.38406,0.20467,1.70147,1.7494,1.93903,0.000243231,0.000243231,0.000243231
335,6624.23,0.8734,0.69786,1.02827,0.52147,0.44516,0.38383,0.20687,1.70818,1.74489,1.93965,0.000241818,0.000241818,0.000241818
336,6643.62,0.84207,0.68403,1.02423,0.49586,0.45485,0.38531,0.20931,1.68742,1.73461,1.91672,0.000240404,0.000240404,0.000240404
337,6663.35,0.89588,0.69453,1.04186,0.49944,0.47055,0.38865,0.20869,1.70494,1.74222,1.94112,0.00023899,0.00023899,0.00023899
338,6682.7,0.86286,0.7061,1.0287,0.50655,0.45545,0.38592,0.20547,1.69527,1.75571,1.93186,0.000237576,0.000237576,0.000237576
339,6702.27,0.85974,0.68134,1.0287,0.542,0.45914,0.39126,0.20949,1.70177,1.73795,1.93162,0.000236163,0.000236163,0.000236163
340,6721.48,0.86395,0.65947,1.02174,0.50218,0.48865,0.38699,0.20631,1.72512,1.74782,1.95235,0.000234749,0.000234749,0.000234749
341,6741.6,0.84811,0.70364,1.01909,0.55353,0.46035,0.38786,0.20526,1.69997,1.731,1.94389,0.000233335,0.000233335,0.000233335
342,6761.69,0.85211,0.6932,1.0266,0.5335,0.45918,0.388,0.20848,1.70211,1.73439,1.93598,0.000231921,0.000231921,0.000231921
343,6781.27,0.81363,0.65105,1.00463,0.51594,0.46345,0.3796,0.20126,1.69539,1.76305,1.91855,0.000230508,0.000230508,0.000230508
344,6801.35,0.88621,0.69991,1.03174,0.5002,0.47078,0.38142,0.2042,1.70713,1.73869,1.93699,0.000229094,0.000229094,0.000229094
345,6820.93,0.85904,0.67273,1.01614,0.52277,0.46243,0.38409,0.2079,1.69799,1.7408,1.9406,0.00022768,0.00022768,0.00022768
346,6840.95,0.80092,0.64709,1.0178,0.5344,0.45027,0.38785,0.20899,1.67325,1.69294,1.93725,0.000226267,0.000226267,0.000226267
347,6860.2,0.82939,0.65493,1.02029,0.51652,0.44413,0.38551,0.20741,1.68814,1.75361,1.93967,0.000224853,0.000224853,0.000224853
348,6880.25,0.823,0.66142,1.00182,0.54597,0.45363,0.38792,0.20835,1.69146,1.76371,1.94337,0.000223439,0.000223439,0.000223439
349,6899.76,0.84235,0.69722,1.0284,0.51246,0.45557,0.38616,0.20754,1.68768,1.74854,1.94794,0.000222025,0.000222025,0.000222025
350,6919.03,0.83266,0.66798,1.02401,0.5151,0.44413,0.37702,0.20215,1.6924,1.72839,1.9281,0.000220612,0.000220612,0.000220612
351,6938.5,0.84153,0.66374,1.0113,0.51771,0.44965,0.38115,0.20552,1.71135,1.72573,1.95617,0.000219198,0.000219198,0.000219198
352,6957.68,0.80999,0.64153,1.01085,0.51333,0.44661,0.38419,0.20602,1.706,1.73131,1.95932,0.000217784,0.000217784,0.000217784
353,6977.4,0.815,0.64514,0.99506,0.53384,0.44147,0.38561,0.21041,1.6976,1.7305,1.95359,0.000216371,0.000216371,0.000216371
354,6997.09,0.86069,0.71043,1.03766,0.52945,0.44348,0.3817,0.20574,1.68336,1.75651,1.92816,0.000214957,0.000214957,0.000214957
355,7016.82,0.83637,0.66105,1.01289,0.55112,0.4537,0.37757,0.20212,1.70078,1.7478,1.95125,0.000213543,0.000213543,0.000213543
356,7036.34,0.84532,0.68438,1.0202,0.51045,0.44541,0.37913,0.20617,1.70489,1.71771,1.94399,0.000212129,0.000212129,0.000212129
357,7056.07,0.8291,0.67382,1.02677,0.52003,0.44422,0.38419,0.20936,1.72761,1.7263,1.98048,0.000210716,0.000210716,0.000210716
358,7075.5,0.82624,0.66167,1.02646,0.47966,0.47239,0.38752,0.21014,1.71193,1.77672,1.94778,0.000209302,0.000209302,0.000209302
359,7094.88,0.84508,0.65861,1.01975,0.49167,0.45444,0.38587,0.20935,1.70102,1.72349,1.94436,0.000207888,0.000207888,0.000207888
360,7114.87,0.83211,0.66291,1.01078,0.5101,0.46798,0.39189,0.21115,1.662,1.69209,1.90807,0.000206475,0.000206475,0.000206475
361,7134.07,0.8303,0.65399,1.00458,0.48516,0.46261,0.39139,0.21324,1.6752,1.72324,1.91839,0.000205061,0.000205061,0.000205061
362,7154.12,0.82141,0.66074,1.0179,0.50119,0.46482,0.39236,0.2132,1.67357,1.73845,1.92054,0.000203647,0.000203647,0.000203647
363,7174.2,0.80491,0.62785,1.00755,0.52484,0.46404,0.39506,0.21243,1.67784,1.72107,1.94338,0.000202233,0.000202233,0.000202233
364,7193.62,0.80326,0.64556,0.99936,0.50915,0.4658,0.39032,0.21279,1.66198,1.72423,1.92846,0.00020082,0.00020082,0.00020082
365,7212.65,0.84539,0.66451,1.01375,0.5234,0.45845,0.38654,0.21014,1.67294,1.72925,1.94135,0.000199406,0.000199406,0.000199406
366,7231.84,0.8243,0.69176,1.02049,0.50158,0.44926,0.38466,0.20978,1.69389,1.75661,1.96267,0.000197992,0.000197992,0.000197992
367,7251.09,0.792,0.63986,0.99392,0.48859,0.45305,0.38461,0.21089,1.68753,1.7496,1.96299,0.000196578,0.000196578,0.000196578
