archivo,lat,lon,ventanas_detectadas,pisos_detectados
19.405882_-99.177124.jpg,19.405882,-99.177124,11,2
19.405906_-99.177334.jpg,19.405906,-99.177334,8,2
19.405919_-99.175787.jpg,19.405919,-99.175787,7,2
19.405924_-99.175073.jpg,19.405924,-99.175073,5,2
19.405927_-99.177398.jpg,19.405927,-99.177398,6,2
19.405932_-99.176281.jpg,19.405932,-99.176281,77,1
19.405933_-99.175581.jpg,19.405933,-99.175581,11,2
19.405947_-99.175674.jpg,19.405947,-99.175674,13,3
19.405950_-99.176088.jpg,19.40595,-99.176088,7,3
19.405955_-99.174504.jpg,19.405955,-99.174504,7,3
19.405955_-99.175288.jpg,19.405955,-99.175288,10,3
19.405958_-99.177492.jpg,19.405958,-99.177492,14,2
19.405960_-99.174676.jpg,19.40596,-99.174676,8,3
19.405961_-99.175152.jpg,19.405961,-99.175152,5,2
19.405967_-99.174582.jpg,19.405967,-99.174582,4,2
19.405972_-99.174771.jpg,19.405972,-99.174771,11,3
19.405973_-99.174187.jpg,19.405973,-99.174187,5,2
19.405973_-99.177093.jpg,19.405973,-99.177093,9,3
19.405983_-99.175048.jpg,19.405983,-99.175048,5,2
19.405985_-99.174276.jpg,19.405985,-99.174276,6,2
19.405993_-99.174042.jpg,19.405993,-99.174042,18,3
19.405994_-99.176241.jpg,19.405994,-99.176241,35,3
19.406001_-99.177618.jpg,19.406001,-99.177618,42,2
19.406006_-99.175748.jpg,19.406006,-99.175748,9,4
19.406007_-99.172407.jpg,19.406007,-99.172407,11,2
19.406009_-99.173128.jpg,19.406009,-99.173128,4,2
19.406019_-99.173270.jpg,19.406019,-99.17327,19,6
19.406021_-99.172623.jpg,19.406021,-99.172623,10,4
19.406022_-99.173467.jpg,19.406022,-99.173467,40,3
19.406022_-99.176533.jpg,19.406022,-99.176533,3,2
19.406023_-99.173376.jpg,19.406023,-99.173376,37,4
19.406023_-99.173640.jpg,19.406023,-99.17364,7,3
19.406025_-99.177203.jpg,19.406025,-99.177203,11,2
19.406036_-99.172493.jpg,19.406036,-99.172493,11,3
19.406045_-99.177752.jpg,19.406045,-99.177752,16,3
19.406047_-99.172259.jpg,19.406047,-99.172259,1,1
19.406048_-99.175059.jpg,19.406048,-99.175059,6,2
19.406049_-99.174512.jpg,19.406049,-99.174512,3,1
19.406055_-99.175244.jpg,19.406055,-99.175244,10,2
19.406055_-99.175593.jpg,19.406055,-99.175593,11,2
19.406058_-99.176033.jpg,19.406058,-99.176033,11,2
19.406058_-99.176211.jpg,19.406058,-99.176211,45,3
19.406070_-99.174195.jpg,19.40607,-99.174195,4,2
19.406071_-99.174689.jpg,19.406071,-99.174689,8,3
19.406072_-99.176637.jpg,19.406072,-99.176637,8,2
19.406074_-99.171368.jpg,19.406074,-99.171368,9,3
19.406076_-99.177283.jpg,19.406076,-99.177283,16,2
19.406089_-99.171207.jpg,19.406089,-99.171207,51,1
19.406100_-99.173999.jpg,19.4061,-99.173999,7,2
19.406105_-99.171075.jpg,19.406105,-99.171075,30,2
19.406106_-99.176488.jpg,19.406106,-99.176488,3,2
19.406113_-99.177355.jpg,19.406113,-99.177355,12,3
19.406114_-99.174490.jpg,19.406114,-99.17449,5,1
19.406114_-99.175706.jpg,19.406114,-99.175706,11,1
19.406116_-99.176713.jpg,19.406116,-99.176713,12,4
19.406120_-99.175219.jpg,19.40612,-99.175219,6,2
19.406123_-99.172586.jpg,19.406123,-99.172586,8,2
19.406123_-99.176177.jpg,19.406123,-99.176177,7,3
19.406125_-99.175033.jpg,19.406125,-99.175033,2,2
19.406127_-99.170930.jpg,19.406127,-99.17093,9,4
19.406133_-99.170525.jpg,19.406133,-99.170525,2,1
19.406135_-99.173114.jpg,19.406135,-99.173114,16,2
19.406136_-99.174170.jpg,19.406136,-99.17417,4,2
19.406137_-99.171575.jpg,19.406137,-99.171575,5,1
19.406143_-99.170276.jpg,19.406143,-99.170276,0,0
19.406143_-99.175995.jpg,19.406143,-99.175995,7,3
19.406145_-99.172354.jpg,19.406145,-99.172354,3,1
19.406146_-99.174665.jpg,19.406146,-99.174665,5,2
19.406146_-99.177429.jpg,19.406146,-99.177429,14,1
19.406166_-99.173250.jpg,19.406166,-99.17325,6,1
19.406166_-99.175534.jpg,19.406166,-99.175534,7,2
19.406168_-99.173976.jpg,19.406168,-99.173976,2,1
19.406170_-99.176454.jpg,19.40617,-99.176454,5,3
19.406173_-99.169928.jpg,19.406173,-99.169928,18,2
19.406176_-99.176633.jpg,19.406176,-99.176633,20,4
19.406177_-99.169575.jpg,19.406177,-99.169575,2,1
19.406179_-99.174468.jpg,19.406179,-99.174468,1,1
19.406184_-99.175687.jpg,19.406184,-99.175687,6,2
19.406187_-99.173357.jpg,19.406187,-99.173357,9,2
19.406187_-99.175194.jpg,19.406187,-99.175194,5,4
19.406189_-99.176145.jpg,19.406189,-99.176145,7,3
19.406190_-99.177524.jpg,19.40619,-99.177524,6,1
19.406190_-99.177691.jpg,19.40619,-99.177691,17,2
19.406195_-99.172560.jpg,19.406195,-99.17256,28,5
19.406203_-99.173450.jpg,19.406203,-99.17345,15,3
19.406205_-99.172429.jpg,19.406205,-99.172429,9,3
19.406214_-99.174143.jpg,19.406214,-99.174143,7,3
19.406218_-99.175013.jpg,19.406218,-99.175013,8,2
19.406220_-99.174642.jpg,19.40622,-99.174642,7,2
19.406231_-99.173589.jpg,19.406231,-99.173589,8,3
19.406237_-99.175954.jpg,19.406237,-99.175954,5,1
19.406238_-99.176596.jpg,19.406238,-99.176596,12,3
19.406244_-99.175663.jpg,19.406244,-99.175663,9,3
19.406246_-99.176413.jpg,19.406246,-99.176413,4,1
19.406248_-99.171410.jpg,19.406248,-99.17141,3,1
19.406248_-99.174445.jpg,19.406248,-99.174445,5,3
19.406251_-99.175472.jpg,19.406251,-99.175472,5,3
19.406253_-99.176112.jpg,19.406253,-99.176112,5,2
19.406257_-99.178034.jpg,19.406257,-99.178034,14,2
19.406258_-99.173956.jpg,19.406258,-99.173956,5,1
19.406259_-99.175177.jpg,19.406259,-99.175177,13,3
19.406261_-99.178492.jpg,19.406261,-99.178492,7,4
19.406269_-99.172531.jpg,19.406269,-99.172531,7,2
19.406271_-99.171276.jpg,19.406271,-99.171276,14,3
19.406281_-99.170638.jpg,19.406281,-99.170638,7,4
19.406286_-99.176941.jpg,19.406286,-99.176941,4,1
19.406292_-99.171166.jpg,19.406292,-99.171166,10,3
19.406292_-99.174991.jpg,19.406292,-99.174991,12,2
19.406295_-99.174126.jpg,19.406295,-99.174126,13,1
19.406295_-99.177646.jpg,19.406295,-99.177646,17,2
19.406297_-99.174617.jpg,19.406297,-99.174617,8,2
19.406300_-99.176559.jpg,19.4063,-99.176559,5,1
19.406308_-99.175607.jpg,19.406308,-99.175607,4,3
19.406311_-99.174422.jpg,19.406311,-99.174422,10,1
19.406320_-99.176079.jpg,19.40632,-99.176079,12,1
19.406322_-99.171002.jpg,19.406322,-99.171002,13,3
19.406323_-99.177129.jpg,19.406323,-99.177129,8,2
19.406328_-99.175153.jpg,19.406328,-99.175153,12,3
19.406331_-99.178654.jpg,19.406331,-99.178654,5,2
19.406332_-99.176367.jpg,19.406332,-99.176367,12,3
19.406334_-99.175438.jpg,19.406334,-99.175438,13,2
19.406338_-99.172514.jpg,19.406338,-99.172514,1,1
19.406339_-99.169547.jpg,19.406339,-99.169547,7,3
19.406353_-99.174970.jpg,19.406353,-99.17497,12,2
19.406362_-99.170657.jpg,19.406362,-99.170657,10,3
19.406366_-99.176519.jpg,19.406366,-99.176519,15,3
19.406372_-99.174099.jpg,19.406372,-99.174099,4,2
19.406375_-99.173914.jpg,19.406375,-99.173914,6,3
19.406375_-99.174592.jpg,19.406375,-99.174592,6,2
19.406376_-99.170532.jpg,19.406376,-99.170532,5,3
19.406379_-99.174398.jpg,19.406379,-99.174398,1,1
19.406383_-99.177092.jpg,19.406383,-99.177092,2,1
19.406384_-99.175888.jpg,19.406384,-99.175888,18,1
19.406386_-99.176046.jpg,19.406386,-99.176046,10,1
19.406391_-99.175573.jpg,19.406391,-99.175573,12,4
19.406394_-99.170382.jpg,19.406394,-99.170382,0,0
19.406397_-99.175130.jpg,19.406397,-99.17513,9,1
19.406402_-99.176867.jpg,19.406402,-99.176867,8,4
19.406409_-99.178979.jpg,19.406409,-99.178979,21,2
19.406411_-99.168852.jpg,19.406411,-99.168852,1,1
19.406412_-99.176325.jpg,19.406412,-99.176325,2,1
19.406417_-99.174951.jpg,19.406417,-99.174951,4,2
19.406421_-99.175412.jpg,19.406421,-99.175412,0,0
19.406424_-99.170228.jpg,19.406424,-99.170228,0,0
19.406437_-99.170674.jpg,19.406437,-99.170674,5,1
19.406442_-99.176473.jpg,19.406442,-99.176473,6,1
19.406447_-99.177054.jpg,19.406447,-99.177054,4,2
19.406448_-99.174071.jpg,19.406448,-99.174071,12,3
19.406451_-99.176012.jpg,19.406451,-99.176012,17,1
19.406453_-99.170068.jpg,19.406453,-99.170068,8,3
19.406455_-99.174567.jpg,19.406455,-99.174567,4,2
19.406458_-99.178012.jpg,19.406458,-99.178012,14,4
19.406459_-99.178607.jpg,19.406459,-99.178607,17,1
19.406463_-99.176828.jpg,19.406463,-99.176828,6,1
19.406464_-99.177372.jpg,19.406464,-99.177372,2,1
19.406465_-99.175104.jpg,19.406465,-99.175104,4,2
19.406469_-99.175549.jpg,19.406469,-99.175549,0,0
19.406472_-99.169924.jpg,19.406472,-99.169924,5,3
19.406477_-99.179105.jpg,19.406477,-99.179105,33,4
19.406485_-99.174927.jpg,19.406485,-99.174927,7,1
19.406492_-99.176281.jpg,19.406492,-99.176281,5,2
19.406492_-99.179195.jpg,19.406492,-99.179195,19,3
19.406494_-99.175382.jpg,19.406494,-99.175382,0,0
19.406495_-99.174356.jpg,19.406495,-99.174356,5,3
19.406502_-99.179280.jpg,19.406502,-99.17928,28,2
19.406510_-99.172978.jpg,19.40651,-99.172978,7,2
19.406513_-99.176430.jpg,19.406513,-99.17643,6,2
19.406517_-99.175980.jpg,19.406517,-99.17598,5,1
19.406517_-99.177012.jpg,19.406517,-99.177012,4,1
19.406519_-99.169689.jpg,19.406519,-99.169689,2,1
19.406521_-99.176794.jpg,19.406521,-99.176794,9,1
19.406526_-99.175826.jpg,19.406526,-99.175826,13,4
19.406529_-99.178935.jpg,19.406529,-99.178935,6,2
19.406533_-99.175077.jpg,19.406533,-99.175077,7,1
19.406538_-99.175520.jpg,19.406538,-99.17552,1,1
19.406541_-99.177388.jpg,19.406541,-99.177388,10,2
19.406541_-99.178604.jpg,19.406541,-99.178604,23,3
19.406543_-99.174580.jpg,19.406543,-99.17458,12,2
19.406545_-99.174473.jpg,19.406545,-99.174473,15,4
19.406553_-99.174902.jpg,19.406553,-99.174902,5,1
19.406556_-99.168322.jpg,19.406556,-99.168322,9,3
19.406561_-99.175355.jpg,19.406561,-99.175355,3,2
19.406563_-99.173119.jpg,19.406563,-99.173119,11,2
19.406564_-99.176242.jpg,19.406564,-99.176242,6,2
19.406569_-99.179455.jpg,19.406569,-99.179455,10,2
19.406583_-99.175948.jpg,19.406583,-99.175948,12,4
19.406585_-99.176390.jpg,19.406585,-99.17639,6,2
